Subject	stim_Pho	Home	Guanhua	Geo	Sex	Age	Num_Chinese	Num_ProfLangs	English	stim_order	ND	NW	Reps	WE	RE	SN	mEdit	k	NC	M	CC	hop1	hop2	hop3	hop4	hop5	hop6	hop7	I
89	tu2	Shandong	Yes	North	F	24	1	1	8	4	12	0	0	6.83	0.652	0.333	2.08	2.92	3	0.128	0.344	3	5	2	0	0	0	0	2
89	iE1	Shandong	Yes	North	F	24	1	1	8	5	10	0	2	6.98	0.666	0.583	2.18	2.91	1	0.273	0.288	4	5	1	0	0	0	0	0
89	c@N1	Shandong	Yes	North	F	24	1	1	8	6	10	0	0	7.64	0.797	0.3	2.29	2	2	-0.109	0.261	5	3	1	0	0	0	0	1
90	an3	Shanxi	Yes	North	F	23	1	1	8	1	12	0	0	7	0.792	0.583	1.79	4	1	-0.122	0.359	3	7	2	0	0	0	0	0
90	kuo4	Shanxi	Yes	North	F	23	1	1	8	2	14	0	0	10.48	0.904	0.714	2.29	3.2	2	-0.058	0.34	5	3	0	0	0	0	0	6
90	uaI4	Shanxi	Yes	North	F	23	1	1	8	3	12	0	0	9.73	0.804	0.417	2.29	2.77	1	0.006	0.336	5	6	1	0	0	0	0	0
90	tu2	Shanxi	Yes	North	F	23	1	1	8	4	13	1	0	6.97	0.767	0.429	2.76	1.86	5	-0.245	0.214	3	2	1	0	0	0	0	7
90	iE1	Shanxi	Yes	North	F	23	1	1	8	5	11	0	0	6.15	0.817	0.727	2.17	3.17	2	-0.231	0.583	4	0	0	0	0	0	0	7
90	c@N1	Shanxi	Yes	North	F	23	1	1	8	6	11	1	0	6.47	0.762	0.333	2.59	1.5	4	-0.347	0.139	3	2	1	0	0	0	0	5
91	c@N1	Zhejiang	No	South	F	23	1	1	8	1	8	5	0	5.97	0.922	0.231	1.97	3.11	2	0.498	0.77	3	4	0	0	0	0	0	1
91	kuo4	Zhejiang	No	South	F	23	1	1	8	2	15	0	0	15	0.977	0.2	1.3	10.5	1	0.369	0.979	15	0	0	0	0	0	0	0
91	iE1	Zhejiang	No	South	F	23	1	1	8	3	12	0	0	12	0.915	0.25	1.45	6.62	1	-0.056	0.882	12	0	0	0	0	0	0	0
91	uaI4	Zhejiang	No	South	F	23	1	1	8	4	13	2	0	13	0.909	0.2	1.35	8.43	1	-0.049	0.899	13	0	0	0	0	0	0	0
91	an3	Zhejiang	No	South	F	23	1	1	8	5	17	0	0	16.66	0.871	0.176	1.54	8.33	2	0.088	0.916	16	0	0	0	0	0	0	1
91	tu2	Zhejiang	No	South	F	23	1	1	8	6	16	1	2	16	0.974	0.158	1.21	12.71	1	0.299	0.986	16	0	0	0	0	0	0	0
92	tu2	Hunan	No	South	F	20	3	2	8	1	11	0	0	10.5	0.818	0.364	1.7	4	1	-0.248	0.772	10	1	0	0	0	0	0	0
92	an3	Hunan	No	South	F	20	3	2	8	2	9	0	0	9	0.962	0.333	1.4	5.4	1	0	0.95	9	0	0	0	0	0	0	0
92	kuo4	Hunan	No	South	F	20	3	2	8	3	11	0	1	11	0.888	0.333	1.36	7	1	0.181	0.964	11	0	0	0	0	0	0	0
92	iE1	Hunan	No	South	F	20	3	2	8	4	9	0	0	9	0.887	0.333	1.64	3.2	1	-0.454	0.819	9	0	0	0	0	0	0	0
92	uaI4	Hunan	No	South	F	20	3	2	8	5	10	0	0	8.99	0.8	0.2	2.05	3.09	2	-0.251	0.693	8	1	0	0	0	0	0	1
92	c@N1	Hunan	No	South	F	20	3	2	8	6	12	0	0	11.66	0.888	0.167	1.62	6.15	2	-0.133	0.81	11	0	0	0	0	0	0	1
93	uaI4	Henan	Yes	North	F	22	2	2	7	1	7	0	2	5.3	0.85	0.556	1.89	2	1	-0.067	0	2	3	2	0	0	0	0	0
93	an3	Henan	Yes	North	F	22	2	2	7	2	13	0	1	11.66	0.784	0.214	1.95	4.86	3	0.132	0.63	10	1	0	0	0	0	0	2
93	tu2	Henan	Yes	North	F	22	2	2	7	3	7	0	1	4	1	0.125	1.21	5.5	1	-0.316	0.839	1	6	0	0	0	0	0	0
93	c@N1	Henan	Yes	North	F	22	2	2	7	4	7	1	1	5.64	0.849	0	1.46	3.75	1	-0.25	0.625	3	3	1	0	0	0	0	0
93	iE1	Henan	Yes	North	F	22	2	2	7	5	7	0	1	5.83	0.831	0.25	2.11	2.25	2	-0.35	0.442	5	1	0	0	0	0	0	1
93	kuo4	Henan	Yes	North	F	22	2	2	7	6	5	0	0	4.66	0.864	0	1.33	3.33	2	0	0.833	4	0	0	0	0	0	0	1
94	an3	Henan	Yes	North	F	21	2	1	8	1	27	0	1	19.32	0.85	0.679	2.04	6.07	2	0.351	0.404	7	17	2	0	0	0	0	1
94	uaI4	Henan	Yes	North	F	21	2	1	8	2	21	0	0	14.76	0.864	0.667	2.18	4.55	1	0.263	0.383	6	11	4	0	0	0	0	0
94	tu2	Henan	Yes	North	F	21	2	1	8	3	36	0	5	22.5	0.841	0.683	1.7	10.92	1	0.384	0.632	9	27	0	0	0	0	0	0
94	kuo4	Henan	Yes	North	F	21	2	1	8	4	24	1	5	19.24	0.898	0.667	1.67	7.84	1	0.16	0.574	10	14	0	0	0	0	0	0
94	iE1	Henan	Yes	North	F	21	2	1	8	5	24	1	0	18.9	0.918	0.68	1.68	7.68	1	0.075	0.558	9	15	0	0	0	0	0	0
94	c@N1	Henan	Yes	North	F	21	2	1	8	6	29	0	1	22.54	0.898	0.667	1.69	9	1	0.211	0.613	10	19	0	0	0	0	0	0
95	kuo4	Hubei	Yes	South	F	19	1	1	8	1	9	0	0	8.75	0.907	0.222	1.71	4	1	-0.085	0.739	8	1	0	0	0	0	0	0
95	uaI4	Hubei	Yes	South	F	19	1	1	8	2	9	0	1	8.07	0.789	0.2	2	2.6	1	-0.311	0.36	6	3	0	0	0	0	0	0
95	c@N1	Hubei	Yes	South	F	19	1	1	8	3	10	0	0	8.64	0.715	0.2	2.04	2.91	2	0.034	0.452	6	3	0	0	0	0	0	1
95	an3	Hubei	Yes	South	F	19	1	1	8	4	9	0	0	6.75	0.778	0.333	2.33	3	2	-0.056	0.733	2	1	1	0	0	0	0	5
95	iE1	Hubei	Yes	South	F	19	1	1	8	5	9	0	0	8.32	0.812	0.222	1.91	3.2	1	-0.078	0.633	7	1	1	0	0	0	0	0
95	tu2	Hubei	Yes	South	F	19	1	1	8	6	7	0	0	7	0.929	0.286	1.36	4.5	1	-0.096	0.94	7	0	0	0	0	0	0	0
96	iE1	Jiangsu	Yes	South	F	24	1	1	6	1	22	0	0	15.56	0.877	0.636	1.87	6.09	1	0.217	0.464	5	13	4	0	0	0	0	0
96	c@N1	Jiangsu	Yes	South	F	24	1	1	6	2	13	2	2	10.28	0.94	0.765	1.66	4.43	1	0.348	0.379	5	7	1	0	0	0	0	0
96	tu2	Jiangsu	Yes	South	F	24	1	1	6	3	18	2	2	11.5	0.864	0.636	1.67	6	1	0.327	0.447	5	11	2	0	0	0	0	0
96	kuo4	Jiangsu	Yes	South	F	24	1	1	6	4	15	0	0	11.94	0.909	0.733	1.63	5.5	1	0.13	0.426	6	9	0	0	0	0	0	0
96	uaI4	Jiangsu	Yes	South	F	24	1	1	6	5	15	2	5	12.28	0.907	0.727	1.64	5.38	1	0.281	0.452	7	8	0	0	0	0	0	0
96	an3	Jiangsu	Yes	South	F	24	1	1	6	6	18	0	2	13.58	0.898	0.7	1.67	6	1	0.165	0.496	5	11	2	0	0	0	0	0
97	iE1	Hunan	No	South	F	18	3	2	8	1	16	0	0	12.61	0.852	0.562	1.77	5.06	2	0.1	0.528	7	8	0	0	0	0	0	1
97	uaI4	Hunan	No	South	F	18	3	2	8	2	16	0	0	12.94	0.872	0.5	1.68	5.06	1	0.274	0.606	7	8	1	0	0	0	0	0
97	tu2	Hunan	No	South	F	18	3	2	8	3	15	1	0	9.5	0.875	0.5	1.66	5.12	1	0.407	0.551	4	9	2	0	0	0	0	0
97	kuo4	Hunan	No	South	F	18	3	2	8	4	13	0	1	10.3	0.735	0.357	1.93	4.14	3	0.065	0.549	7	4	0	0	0	0	0	2
97	c@N1	Hunan	No	South	F	18	3	2	8	5	15	1	0	10.61	0.831	0.312	2.08	2.88	3	-0.314	0.554	5	6	0	0	0	0	0	4
97	an3	Hunan	No	South	F	18	3	2	8	6	19	0	0	14.42	0.849	0.579	1.83	5.4	1	0.19	0.442	6	10	3	0	0	0	0	0
98	an3	Shandong	Yes	North	F	19	1	1	8	1	12	0	1	8.64	0.818	0.462	2.06	2.62	1	-0.095	0.092	4	7	1	0	0	0	0	0
98	c@N1	Shandong	Yes	North	F	19	1	1	8	2	12	0	0	9.96	0.888	0.583	1.85	3.85	1	0.157	0.405	6	6	0	0	0	0	0	0
98	iE1	Shandong	Yes	North	F	19	1	1	8	3	12	0	0	6	0.75	0.333	1.96	3.69	2	0.107	0.718	3	0	0	0	0	0	0	9
98	kuo4	Shandong	Yes	North	F	19	1	1	8	4	9	0	0	6.97	0.813	0.444	2.02	2.2	1	-0.048	0.083	4	3	2	0	0	0	0	0
98	uaI4	Shandong	Yes	North	F	19	1	1	8	5	12	0	0	9.28	0.83	0.5	1.9	3.08	1	0.194	0.369	4	6	2	0	0	0	0	0
98	tu2	Shandong	Yes	North	F	19	1	1	8	6	17	0	0	12.5	0.735	0.471	1.68	5.44	1	0.294	0.635	8	6	3	0	0	0	0	0
99	tu2	Guizhou	Yes	South	M	20	2	1	6	1	15	0	1	9	0.719	0.312	1.82	3.75	3	0.264	0.637	4	7	0	0	0	0	0	4
99	iE1	Guizhou	Yes	South	M	20	2	1	6	2	8	0	1	6.3	0.924	0.444	1.56	3.56	1	0.068	0.526	3	5	0	0	0	0	0	0
99	an3	Guizhou	Yes	South	M	20	2	1	6	3	13	0	1	8.54	0.587	0.143	2.56	1.86	5	-0.015	0.338	3	4	0	0	0	0	0	6
99	kuo4	Guizhou	Yes	South	M	20	2	1	6	4	8	0	0	7.32	0.83	0.25	1.61	3.11	2	-0.043	0.644	6	1	0	0	0	0	0	1
99	c@N1	Guizhou	Yes	South	M	20	2	1	6	5	12	0	1	9.63	0.792	0.231	1.86	3.23	2	0.053	0.651	6	4	1	0	0	0	0	1
99	uaI4	Guizhou	Yes	South	M	20	2	1	6	6	11	0	0	10.32	0.862	0.182	1.53	5.5	1	-0.027	0.59	9	2	0	0	0	0	0	0
100	tu2	Shanghai	No	South	M	26	3	2	6	1	29	2	0	17.98	0.831	0.581	2.26	5.67	1	0.469	0.465	6	16	6	1	0	0	0	0
100	an3	Shanghai	No	South	M	26	3	2	6	2	31	0	0	22.22	0.864	0.645	2.02	6.81	1	0.53	0.468	8	18	5	0	0	0	0	0
100	kuo4	Shanghai	No	South	M	26	3	2	6	3	25	2	1	18.33	0.837	0.464	2.33	4.77	1	0.424	0.552	7	13	4	1	0	0	0	0
100	c@N1	Shanghai	No	South	M	26	3	2	6	4	25	1	0	15.24	0.792	0.462	2.39	3.38	3	-0.012	0.374	6	7	1	0	0	0	0	11
100	uaI4	Shanghai	No	South	M	26	3	2	6	5	28	1	0	22.56	0.848	0.517	2.12	5.52	1	0.329	0.656	12	15	1	0	0	0	0	0
100	iE1	Shanghai	No	South	M	26	3	2	6	6	18	1	0	11.36	0.818	0.316	2.41	2.84	2	-0.046	0.502	4	5	3	2	1	0	0	3
101	tu2	Shaanxi	Yes	North	M	19	2	1	6	1	5	0	0	1.16	0.4	0	3.13	0.67	4	-0.5	0	0	0	0	0	0	0	0	5
101	an3	Shaanxi	Yes	North	M	19	2	1	6	2	8	0	0	3.83	0.708	0	2.39	2	3	-0.291	0.333	2	3	0	0	0	0	0	3
101	kuo4	Shaanxi	Yes	North	M	19	2	1	6	3	8	0	0	6.25	0.739	0.25	2.14	2.22	1	-0.667	0.426	4	1	2	1	0	0	0	0
101	uaI4	Shaanxi	Yes	North	M	19	2	1	6	4	6	0	1	3.64	0.663	0.143	2.43	0.86	4	-0.429	0	1	1	0	0	0	0	0	4
101	iE1	Shaanxi	Yes	North	M	19	2	1	6	5	6	0	1	4.82	0.617	0.571	1.71	2.57	1	-0.174	0.381	3	3	0	0	0	0	0	0
101	c@N1	Shaanxi	Yes	North	M	19	2	1	6	6	7	1	0	6.32	0.79	0.375	1.89	2.5	1	-0.313	0.358	5	2	0	0	0	0	0	0
102	c@N1	Shandong	Yes	North	M	19	1	1	7	1	17	0	0	10.6	0.782	0.588	2.35	3.33	1	0.066	0.17	4	6	6	1	0	0	0	0
102	an3	Shandong	Yes	North	M	19	1	1	7	2	15	0	1	9.5	0.719	0.312	2.81	2.38	4	-0.134	0.479	3	1	0	0	0	0	0	11
102	tu2	Shandong	Yes	North	M	19	1	1	7	3	21	0	1	14.5	0.864	0.682	1.66	7.09	1	0.357	0.507	8	13	0	0	0	0	0	0
102	uaI4	Shandong	Yes	North	M	19	1	1	7	4	8	0	1	5.07	0.75	0.444	2.39	1.56	3	-0.06	0.259	3	1	1	1	0	0	0	2
102	iE1	Shandong	Yes	North	M	19	1	1	7	5	12	0	2	8.28	0.855	0.643	1.92	3.54	2	0.162	0.262	3	6	2	0	0	0	0	1
102	kuo4	Shandong	Yes	North	M	19	1	1	7	6	13	0	0	9.96	0.895	0.692	1.93	3.71	1	0	0.245	6	5	2	0	0	0	0	0
103	uaI4	Shanghai	No	South	M	20	2	1	5	1	14	1	0	11.55	0.883	0.667	2.09	3.47	1	0.071	0.38	6	7	1	0	0	0	0	0
103	tu2	Shanghai	No	South	M	20	2	1	5	2	24	0	1	14.98	0.9	0.72	2.44	4.4	3	0.126	0.561	5	13	0	0	0	0	0	6
103	c@N1	Shanghai	No	South	M	20	2	1	5	3	14	4	0	6.61	0.757	0.5	2.47	2.13	3	0.143	0.133	1	1	0	0	0	0	0	12
103	iE1	Shanghai	No	South	M	20	2	1	5	4	20	1	2	10.29	0.76	0.696	2.54	3.05	4	0.094	0.54	4	5	0	0	0	0	0	11
103	kuo4	Shanghai	No	South	M	20	2	1	5	5	18	0	0	13.8	0.874	0.667	2.4	3.79	1	0.12	0.292	7	6	3	2	0	0	0	0
103	an3	Shanghai	No	South	M	20	2	1	5	6	29	0	1	20.81	0.899	0.633	2.06	6.73	1	0.48	0.591	7	15	6	1	0	0	0	0
104	an3	Guangdong	No	South	M	29	2	3	9	1	14	3	2	6.3	0.832	0.579	2.83	2.27	4	-0.231	0.311	2	0	0	0	0	0	0	12
104	c@N1	Guangdong	No	South	M	29	2	3	9	2	18	0	0	12.59	0.85	0.667	1.89	4.95	1	0.391	0.445	5	9	3	1	0	0	0	0
104	uaI4	Guangdong	No	South	M	29	2	3	9	3	11	0	3	8.47	0.862	0.5	2.29	2.33	2	0	0.25	4	5	0	0	0	0	0	2
104	kuo4	Guangdong	No	South	M	29	2	3	9	4	11	0	1	7.62	0.86	0.583	2.3	3.17	2	-0.078	0.556	3	4	1	0	0	0	0	3
104	tu2	Guangdong	No	South	M	29	2	3	9	5	16	0	1	10.5	0.853	0.588	1.64	5.76	1	0.277	0.622	5	11	0	0	0	0	0	0
104	iE1	Guangdong	No	South	M	29	2	3	9	6	13	0	1	8.46	0.796	0.571	2.24	2.86	2	0.117	0.345	3	5	2	1	0	0	0	2
105	iE1	Jilin	Yes	North	M	21	2	1	8	1	16	0	3	12.47	0.786	0.105	1.98	4.35	1	0	0.653	9	4	3	0	0	0	0	0
105	kuo4	Jilin	Yes	North	M	21	2	1	8	2	14	0	3	12.3	0.88	0.235	1.64	5.07	1	0.239	0.603	9	5	0	0	0	0	0	0
105	an3	Jilin	Yes	North	M	21	2	1	8	3	19	0	2	13.72	0.734	0.286	2.44	2.8	5	-0.077	0.358	6	5	1	0	0	0	0	7
105	tu2	Jilin	Yes	North	M	21	2	1	8	4	14	1	3	8.83	0.722	0.111	2.16	3.2	4	0.533	0.578	5	2	1	1	2	0	0	3
105	uaI4	Jilin	Yes	North	M	21	2	1	8	5	15	1	0	11.46	0.826	0.438	2.08	3.75	3	0.102	0.396	6	7	0	0	0	0	0	2
105	c@N1	Jilin	Yes	North	M	21	2	1	8	6	19	0	1	11.93	0.646	0.1	2.67	2.1	7	0.145	0.232	5	5	3	0	0	0	0	6
106	tu2	Jiangsu	Yes	South	F	20	3	1	8	1	24	0	0	15	0.875	0.667	1.68	7.6	1	0.21	0.567	6	18	0	0	0	0	0	0
106	c@N1	Jiangsu	Yes	South	F	20	3	1	8	2	14	1	0	11.62	0.864	0.467	1.93	3.87	1	0.3	0.514	7	5	2	0	0	0	0	0
106	uaI4	Jiangsu	Yes	South	F	20	3	1	8	3	20	0	1	15.58	0.936	0.667	1.96	5.05	1	0.413	0.53	7	12	1	0	0	0	0	0
106	iE1	Jiangsu	Yes	South	F	20	3	1	8	4	16	0	0	7.8	0.727	0.438	2.73	2.35	5	-0.302	0.51	2	1	0	0	0	0	0	13
106	an3	Jiangsu	Yes	South	F	20	3	1	8	5	26	0	0	20.06	0.87	0.654	1.73	8.52	2	0.023	0.563	9	16	0	0	0	0	0	1
106	kuo4	Jiangsu	Yes	South	F	20	3	1	8	6	19	0	3	15.26	0.907	0.682	1.64	6.8	1	0.157	0.528	8	11	0	0	0	0	0	0
107	c@N1	Hebei	Yes	North	M	35	3	1	6	1	10	1	0	5.39	0.514	0.091	2.96	0.73	7	-0.273	0	2	0	0	0	0	0	0	8
107	kuo4	Hebei	Yes	North	M	35	3	1	6	2	14	0	1	11.3	0.753	0.267	1.98	4.67	2	0.365	0.552	8	5	0	0	0	0	0	1
107	an3	Hebei	Yes	North	M	35	3	1	6	3	6	4	1	4.23	0.643	0	2.29	1.43	3	-0.429	0.429	2	0	0	0	0	0	0	4
107	uaI4	Hebei	Yes	North	M	35	3	1	6	4	7	4	1	4.64	0.664	0	2.04	1.75	3	-0.3	0.458	2	3	0	0	0	0	0	2
107	iE1	Hebei	Yes	North	M	35	3	1	6	5	11	2	3	5.65	0.52	0	2.83	1.5	4	-0.583	0.25	1	2	0	0	0	0	0	8
107	tu2	Hebei	Yes	North	M	35	3	1	6	6	10	1	2	5.83	0.486	0	2.6	1.27	6	-0.26	0.485	2	0	0	0	0	0	0	8
108	kuo4	Shandong	Yes	North	F	18	1	1	7	1	6	0	0	5.75	0.86	0.5	1.81	2.57	2	-0.312	0.771	5	0	0	0	0	0	0	1
108	uaI4	Shandong	Yes	North	F	18	1	1	7	2	6	0	0	6	0.887	0.333	1.52	2.86	1	-0.533	0.752	6	0	0	0	0	0	0	0
108	iE1	Shandong	Yes	North	F	18	1	1	7	3	5	0	0	4.16	0.732	0.2	1.87	1.67	2	-0.469	0.278	3	1	0	0	0	0	0	1
108	tu2	Shandong	Yes	North	F	18	1	1	7	4	10	0	0	10	0.9	0.3	1.56	4.36	1	-0.275	0.937	10	0	0	0	0	0	0	0
108	c@N1	Shandong	Yes	North	F	18	1	1	7	5	9	1	0	9	0.898	0.3	1.56	4	1	-0.488	0.731	9	0	0	0	0	0	0	0
108	an3	Shandong	Yes	North	F	18	1	1	7	6	7	0	0	7	0.951	0.286	1.36	4.5	1	-0.096	0.94	7	0	0	0	0	0	0	0
109	tu2	Henan	Yes	North	F	24	3	1	6	1	15	0	1	8	0.719	0.375	1.71	4.38	1	0.535	0.571	1	1	4	2	4	3	0	0
109	c@N1	Henan	Yes	North	F	24	3	1	6	2	16	0	1	12.26	0.94	0.471	1.63	5.88	1	0.479	0.657	5	9	2	0	0	0	0	0
109	iE1	Henan	Yes	North	F	24	3	1	6	3	12	0	1	9.28	0.922	0.538	1.64	4.31	1	0.091	0.471	4	8	0	0	0	0	0	0
109	uaI4	Henan	Yes	North	F	24	3	1	6	4	20	0	0	15.26	0.864	0.5	1.89	5.62	2	0.324	0.511	8	9	2	0	0	0	0	1
109	kuo4	Henan	Yes	North	F	24	3	1	6	5	11	0	1	9.3	0.916	0.583	1.91	3.33	1	0.017	0.256	6	5	0	0	0	0	0	0
109	an3	Henan	Yes	North	F	24	3	1	6	6	26	0	0	19.54	0.882	0.654	1.68	8.3	1	0.564	0.604	7	18	1	0	0	0	0	0
110	iE1	Zhejiang	No	South	F	20	2	2	6	1	16	0	0	11.11	0.789	0.438	2.37	2.35	4	0.118	0.396	4	5	2	1	0	0	0	4
110	tu2	Zhejiang	No	South	F	20	2	2	6	2	19	0	1	11.25	0.8	0.45	1.98	5.5	2	0.546	0.534	4	6	8	0	0	0	0	1
110	uaI4	Zhejiang	No	South	F	20	2	2	6	3	19	0	0	13.54	0.808	0.579	2.56	2.8	3	-0.022	0.576	7	6	0	0	0	0	0	6
110	c@N1	Zhejiang	No	South	F	20	2	2	6	4	16	0	0	12.27	0.851	0.375	1.89	4.12	1	0.408	0.48	6	6	3	1	0	0	0	0
110	an3	Zhejiang	No	South	F	20	2	2	6	5	15	0	0	10.24	0.909	0.4	1.71	4.38	1	0.468	0.62	1	2	8	3	1	0	0	0
110	kuo4	Zhejiang	No	South	F	20	2	2	6	6	16	0	0	13.28	0.894	0.438	1.65	5.65	1	0.517	0.642	8	5	3	0	0	0	0	0
